"","ID","Position","EAP","SE"
"4126",516,6,-1.434,0.547
"4127",516,7,-1.473,0.538
"4128",516,8,-1.573,0.544
"4129",517,1,-0.544,0.726
"4130",517,2,-0.845,0.648
"4131",517,3,-1.109,0.606
"4132",517,4,-1.254,0.575
"4133",517,5,-1.359,0.557
"4134",517,6,-1.434,0.547
"4135",517,7,-1.473,0.538
"4136",517,8,-1.573,0.544
"4137",518,1,0.6,0.417
"4138",518,2,0.713,0.299
"4139",518,3,0.764,0.251
"4140",518,4,0.643,0.233
"4141",518,5,0.644,0.21
"4142",518,6,0.595,0.194
"4143",518,7,0.652,0.184
"4144",518,8,0.595,0.177
"4145",519,1,-0.544,0.726
"4146",519,2,-0.002,0.391
"4147",519,3,0.088,0.303
"4148",519,4,0.125,0.26
"4149",519,5,0.07,0.244
"4150",519,6,0.011,0.234
"4151",519,7,0.008,0.217
"4152",519,8,-0.002,0.203
"4153",520,1,1.762,0.461
"4154",520,2,2.102,0.314
"4155",520,3,2.195,0.253
"4156",520,4,2.169,0.226
"4157",520,5,2.179,0.204
"4158",520,6,2.18,0.188
"4159",520,7,2.264,0.181
"4160",520,8,2.253,0.171
"4161",521,1,-0.544,0.726
"4162",521,2,-0.845,0.648
"4163",521,3,-0.447,0.403
"4164",521,4,-0.587,0.38
"4165",521,5,-0.426,0.299
"4166",521,6,-0.506,0.286
"4167",521,7,-0.578,0.28
"4168",521,8,-0.488,0.246
"4169",522,1,0.6,0.417
"4170",522,2,0.713,0.299
"4171",522,3,0.764,0.251
"4172",522,4,0.785,0.22
"4173",522,5,0.719,0.206
"4174",522,6,0.709,0.19
"4175",522,7,0.763,0.178
"4176",522,8,0.772,0.167
"4177",523,1,-0.544,0.726
"4178",523,2,-0.845,0.648
"4179",523,3,-1.109,0.606
"4180",523,4,-1.254,0.575
"4181",523,5,-1.359,0.557
"4182",523,6,-1.434,0.547
"4183",523,7,-1.473,0.538
"4184",523,8,-1.573,0.544
"4185",524,1,-0.544,0.726
"4186",524,2,-0.002,0.391
"4187",524,3,0.088,0.303
"4188",524,4,0.125,0.26
"4189",524,5,0.07,0.244
"4190",524,6,0.011,0.234
"4191",524,7,0.116,0.214
"4192",524,8,0.092,0.202
"4193",525,1,0.6,0.417
"4194",525,2,0.713,0.299
"4195",525,3,0.764,0.251
"4196",525,4,0.643,0.233
"4197",525,5,0.644,0.21
"4198",525,6,0.595,0.194
"4199",525,7,0.652,0.184
"4200",525,8,0.595,0.177
"4201",526,1,-0.544,0.726
"4202",526,2,-0.845,0.648
"4203",526,3,-1.109,0.606
"4204",526,4,-1.254,0.575
"4205",526,5,-1.359,0.557
"4206",526,6,-1.434,0.547
"4207",526,7,-1.473,0.538
"4208",526,8,-1.573,0.544
"4209",527,1,-0.544,0.726
"4210",527,2,-0.845,0.648
"4211",527,3,-1.109,0.606
"4212",527,4,-1.254,0.575
"4213",527,5,-1.359,0.557
"4214",527,6,-1.434,0.547
"4215",527,7,-1.473,0.538
"4216",527,8,-1.573,0.544
"4217",528,1,-0.544,0.726
"4218",528,2,-0.845,0.648
"4219",528,3,-1.109,0.606
"4220",528,4,-1.254,0.575
"4221",528,5,-1.359,0.557
"4222",528,6,-1.434,0.547
"4223",528,7,-1.473,0.538
"4224",528,8,-1.573,0.544
"4225",529,1,0.6,0.417
"4226",529,2,0.713,0.299
"4227",529,3,0.764,0.251
"4228",529,4,0.785,0.22
"4229",529,5,0.719,0.206
"4230",529,6,0.709,0.19
"4231",529,7,0.763,0.178
"4232",529,8,0.772,0.167
"4233",530,1,-0.544,0.726
"4234",530,2,-0.845,0.648
"4235",530,3,-1.109,0.606
"4236",530,4,-1.254,0.575
"4237",530,5,-1.359,0.557
"4238",530,6,-1.434,0.547
"4239",530,7,-1.473,0.538
"4240",530,8,-1.573,0.544
"4241",531,1,-0.544,0.726
"4242",531,2,-0.002,0.391
"4243",531,3,0.088,0.303
"4244",531,4,0.125,0.26
"4245",531,5,0.07,0.244
"4246",531,6,0.011,0.234
"4247",531,7,0.008,0.217
"4248",531,8,-0.002,0.203
"4249",532,1,-0.544,0.726
"4250",532,2,-0.845,0.648
"4251",532,3,-0.447,0.403
"4252",532,4,-0.587,0.38
"4253",532,5,-0.426,0.299
"4254",532,6,-0.506,0.286
"4255",532,7,-0.387,0.247
"4256",532,8,-0.335,0.226
"4257",533,1,1.17,0.43
"4258",533,2,1.386,0.308
"4259",533,3,1.346,0.254
"4260",533,4,1.418,0.225
"4261",533,5,1.432,0.204
"4262",533,6,1.53,0.194
"4263",533,7,1.605,0.184
"4264",533,8,1.594,0.174
"4265",534,1,-0.544,0.726
"4266",534,2,-0.002,0.391
"4267",534,3,0.088,0.303
"4268",534,4,0.125,0.26
"4269",534,5,0.07,0.244
"4270",534,6,0.011,0.234
"4271",534,7,0.008,0.217
"4272",534,8,-0.002,0.203
"4273",535,1,-0.544,0.726
"4274",535,2,-0.845,0.648
"4275",535,3,-0.447,0.403
"4276",535,4,-0.587,0.38
"4277",535,5,-0.426,0.299
"4278",535,6,-0.277,0.252
"4279",535,7,-0.209,0.228
"4280",535,8,-0.184,0.213
"4281",536,1,-0.544,0.726
"4282",536,2,-0.002,0.391
"4283",536,3,0.088,0.303
"4284",536,4,0.125,0.26
"4285",536,5,0.07,0.244
"4286",536,6,0.011,0.234
"4287",536,7,0.008,0.217
"4288",536,8,-0.002,0.203
"4289",537,1,-0.544,0.726
"4290",537,2,-0.002,0.391
"4291",537,3,0.088,0.303
"4292",537,4,0.125,0.26
"4293",537,5,0.07,0.244
"4294",537,6,0.011,0.234
"4295",537,7,0.008,0.217
"4296",537,8,-0.002,0.203
"4297",538,1,-0.544,0.726
"4298",538,2,-0.845,0.648
"4299",538,3,-1.109,0.606
"4300",538,4,-1.254,0.575
"4301",538,5,-1.359,0.557
"4302",538,6,-1.434,0.547
"4303",538,7,-1.473,0.538
"4304",538,8,-1.573,0.544
"4305",539,1,-0.544,0.726
"4306",539,2,-0.002,0.391
"4307",539,3,0.088,0.303
"4308",539,4,0.125,0.26
"4309",539,5,0.07,0.244
"4310",539,6,0.011,0.234
"4311",539,7,0.008,0.217
"4312",539,8,-0.002,0.203
"4313",540,1,-0.544,0.726
"4314",540,2,-0.845,0.648
"4315",540,3,-1.109,0.606
"4316",540,4,-1.254,0.575
"4317",540,5,-1.359,0.557
"4318",540,6,-1.434,0.547
"4319",540,7,-1.473,0.538
"4320",540,8,-1.573,0.544
"4321",541,1,-0.544,0.726
"4322",541,2,-0.845,0.648
"4323",541,3,-1.109,0.606
"4324",541,4,-1.254,0.575
"4325",541,5,-1.359,0.557
"4326",541,6,-1.434,0.547
"4327",541,7,-1.473,0.538
"4328",541,8,-1.573,0.544
"4329",542,1,-0.544,0.726
"4330",542,2,-0.845,0.648
"4331",542,3,-1.109,0.606
"4332",542,4,-1.254,0.575
"4333",542,5,-1.359,0.557
"4334",542,6,-1.434,0.547
"4335",542,7,-1.473,0.538
"4336",542,8,-1.573,0.544
"4337",543,1,0.6,0.417
"4338",543,2,0.713,0.299
"4339",543,3,0.764,0.251
"4340",543,4,0.785,0.22
"4341",543,5,0.719,0.206
"4342",543,6,0.709,0.19
"4343",543,7,0.763,0.178
"4344",543,8,0.772,0.167
"4345",544,1,-0.544,0.726
"4346",544,2,-0.845,0.648
"4347",544,3,-1.109,0.606
"4348",544,4,-1.254,0.575
"4349",544,5,-1.359,0.557
"4350",544,6,-1.434,0.547
"4351",544,7,-1.473,0.538
"4352",544,8,-1.573,0.544
"4353",545,1,0.6,0.417
"4354",545,2,0.713,0.299
"4355",545,3,0.764,0.251
"4356",545,4,0.785,0.22
"4357",545,5,0.719,0.206
"4358",545,6,0.709,0.19
"4359",545,7,0.763,0.178
"4360",545,8,0.772,0.167
"4361",546,1,-0.544,0.726
"4362",546,2,-0.002,0.391
"4363",546,3,0.088,0.303
"4364",546,4,0.125,0.26
"4365",546,5,0.07,0.244
"4366",546,6,0.011,0.234
"4367",546,7,0.008,0.217
"4368",546,8,-0.002,0.203
"4369",547,1,-0.544,0.726
"4370",547,2,-0.845,0.648
"4371",547,3,-0.447,0.403
"4372",547,4,-0.587,0.38
"4373",547,5,-0.426,0.299
"4374",547,6,-0.506,0.286
"4375",547,7,-0.578,0.28
"4376",547,8,-0.488,0.246
"4377",548,1,-0.544,0.726
"4378",548,2,-0.002,0.391
"4379",548,3,0.088,0.303
"4380",548,4,0.125,0.26
"4381",548,5,0.07,0.244
"4382",548,6,0.011,0.234
"4383",548,7,0.116,0.214
"4384",548,8,0.092,0.202
"4385",549,1,0.6,0.417
"4386",549,2,0.319,0.353
"4387",549,3,0.325,0.283
"4388",549,4,0.236,0.265
"4389",549,5,0.241,0.234
"4390",549,6,0.241,0.213
"4391",549,7,0.304,0.193
"4392",549,8,0.269,0.187
"4393",550,1,-0.544,0.726
"4394",550,2,-0.845,0.648
"4395",550,3,-1.109,0.606
"4396",550,4,-1.254,0.575
"4397",550,5,-1.359,0.557
"4398",550,6,-1.434,0.547
"4399",550,7,-1.473,0.538
"4400",550,8,-1.573,0.544
"4401",551,1,1.17,0.43
"4402",551,2,1.386,0.308
"4403",551,3,1.346,0.254
"4404",551,4,1.418,0.225
"4405",551,5,1.432,0.204
"4406",551,6,1.429,0.19
"4407",551,7,1.405,0.179
"4408",551,8,1.437,0.17
"4409",552,1,-0.544,0.726
"4410",552,2,-0.845,0.648
"4411",552,3,-1.109,0.606
"4412",552,4,-1.254,0.575
"4413",552,5,-1.359,0.557
"4414",552,6,-1.434,0.547
"4415",552,7,-1.473,0.538
"4416",552,8,-1.573,0.544
"4417",553,1,-0.544,0.726
"4418",553,2,-0.002,0.391
"4419",553,3,0.088,0.303
"4420",553,4,0.125,0.26
"4421",553,5,0.07,0.244
"4422",553,6,0.011,0.234
"4423",553,7,0.008,0.217
"4424",553,8,-0.002,0.203
"4425",554,1,-0.544,0.726
"4426",554,2,-0.845,0.648
"4427",554,3,-1.109,0.606
"4428",554,4,-1.254,0.575
"4429",554,5,-1.359,0.557
"4430",554,6,-1.434,0.547
"4431",554,7,-1.473,0.538
"4432",554,8,-1.573,0.544
"4433",555,1,-0.544,0.726
"4434",555,2,-0.002,0.391
"4435",555,3,0.088,0.303
"4436",555,4,0.125,0.26
"4437",555,5,0.07,0.244
"4438",555,6,0.011,0.234
"4439",555,7,0.008,0.217
"4440",555,8,-0.002,0.203
"4441",556,1,-0.544,0.726
"4442",556,2,-0.845,0.648
"4443",556,3,-1.109,0.606
"4444",556,4,-1.254,0.575
"4445",556,5,-1.359,0.557
"4446",556,6,-1.434,0.547
"4447",556,7,-1.473,0.538
"4448",556,8,-1.573,0.544
"4449",557,1,0.6,0.417
"4450",557,2,0.713,0.299
"4451",557,3,0.764,0.251
"4452",557,4,0.785,0.22
"4453",557,5,0.719,0.206
"4454",557,6,0.709,0.19
"4455",557,7,0.763,0.178
"4456",557,8,0.772,0.167
"4457",558,1,-0.544,0.726
"4458",558,2,-0.002,0.391
"4459",558,3,0.088,0.303
"4460",558,4,0.125,0.26
"4461",558,5,0.07,0.244
"4462",558,6,0.011,0.234
"4463",558,7,0.008,0.217
"4464",558,8,-0.002,0.203
"4465",559,1,-0.544,0.726
"4466",559,2,-0.002,0.391
"4467",559,3,0.088,0.303
"4468",559,4,0.125,0.26
"4469",559,5,0.07,0.244
"4470",559,6,0.011,0.234
"4471",559,7,0.008,0.217
"4472",559,8,-0.002,0.203
"4473",560,1,-0.544,0.726
"4474",560,2,-0.002,0.391
"4475",560,3,0.088,0.303
"4476",560,4,0.125,0.26
"4477",560,5,0.07,0.244
"4478",560,6,0.011,0.234
"4479",560,7,0.008,0.217
"4480",560,8,-0.002,0.203
"4481",561,1,-0.544,0.726
"4482",561,2,-0.845,0.648
"4483",561,3,-1.109,0.606
"4484",561,4,-1.254,0.575
"4485",561,5,-1.359,0.557
"4486",561,6,-1.434,0.547
"4487",561,7,-1.473,0.538
"4488",561,8,-1.573,0.544
"4489",562,1,1.17,0.43
"4490",562,2,1.386,0.308
"4491",562,3,1.346,0.254
"4492",562,4,1.418,0.225
"4493",562,5,1.432,0.204
"4494",562,6,1.53,0.194
"4495",562,7,1.605,0.184
"4496",562,8,1.594,0.174
"4497",563,1,1.17,0.43
"4498",563,2,1.031,0.312
"4499",563,3,1.213,0.264
"4500",563,4,1.223,0.227
"4501",563,5,1.271,0.206
"4502",563,6,1.289,0.191
"4503",563,7,1.281,0.18
"4504",563,8,1.302,0.17
"4505",564,1,-0.544,0.726
"4506",564,2,-0.845,0.648
"4507",564,3,-1.109,0.606
"4508",564,4,-1.254,0.575
"4509",564,5,-1.359,0.557
"4510",564,6,-1.434,0.547
"4511",564,7,-1.473,0.538
"4512",564,8,-1.573,0.544
"4513",565,1,-0.544,0.726
"4514",565,2,-0.002,0.391
"4515",565,3,0.088,0.303
"4516",565,4,0.125,0.26
"4517",565,5,0.07,0.244
"4518",565,6,0.011,0.234
"4519",565,7,0.116,0.214
"4520",565,8,0.092,0.202
"4521",566,1,-0.544,0.726
"4522",566,2,-0.845,0.648
"4523",566,3,-1.109,0.606
"4524",566,4,-1.254,0.575
"4525",566,5,-1.359,0.557
"4526",566,6,-1.434,0.547
"4527",566,7,-1.473,0.538
"4528",566,8,-1.573,0.544
"4529",567,1,0.6,0.417
"4530",567,2,0.319,0.353
"4531",567,3,0.325,0.283
"4532",567,4,0.236,0.265
"4533",567,5,0.241,0.234
"4534",567,6,0.241,0.213
"4535",567,7,0.304,0.193
"4536",567,8,0.269,0.187
"4537",568,1,-0.544,0.726
"4538",568,2,-0.845,0.648
"4539",568,3,-1.109,0.606
"4540",568,4,-1.254,0.575
"4541",568,5,-1.359,0.557
"4542",568,6,-1.434,0.547
"4543",568,7,-1.473,0.538
"4544",568,8,-1.573,0.544
"4545",569,1,0.6,0.417
"4546",569,2,0.713,0.299
"4547",569,3,0.764,0.251
"4548",569,4,0.643,0.233
"4549",569,5,0.644,0.21
"4550",569,6,0.717,0.195
"4551",569,7,0.671,0.185
"4552",569,8,0.692,0.172
"4553",570,1,-0.544,0.726
"4554",570,2,-0.845,0.648
"4555",570,3,-1.109,0.606
"4556",570,4,-1.254,0.575
"4557",570,5,-1.359,0.557
"4558",570,6,-1.434,0.547
"4559",570,7,-1.473,0.538
"4560",570,8,-1.573,0.544
"4561",571,1,-0.544,0.726
"4562",571,2,-0.002,0.391
"4563",571,3,0.088,0.303
"4564",571,4,0.125,0.26
"4565",571,5,0.07,0.244
"4566",571,6,0.011,0.234
"4567",571,7,0.008,0.217
"4568",571,8,-0.002,0.203
"4569",572,1,-0.544,0.726
"4570",572,2,-0.002,0.391
"4571",572,3,0.088,0.303
"4572",572,4,0.125,0.26
"4573",572,5,0.07,0.244
"4574",572,6,0.011,0.234
"4575",572,7,0.008,0.217
"4576",572,8,-0.002,0.203
"4577",573,1,0.6,0.417
"4578",573,2,0.713,0.299
"4579",573,3,0.764,0.251
"4580",573,4,0.785,0.22
"4581",573,5,0.719,0.206
"4582",573,6,0.709,0.19
"4583",573,7,0.763,0.178
"4584",573,8,0.772,0.167
"4585",574,1,-0.544,0.726
"4586",574,2,-0.845,0.648
"4587",574,3,-1.109,0.606
"4588",574,4,-1.254,0.575
"4589",574,5,-1.359,0.557
"4590",574,6,-1.434,0.547
"4591",574,7,-1.473,0.538
"4592",574,8,-1.573,0.544
"4593",575,1,-0.544,0.726
"4594",575,2,-0.002,0.391
"4595",575,3,0.088,0.303
"4596",575,4,0.125,0.26
"4597",575,5,0.07,0.244
"4598",575,6,0.011,0.234
"4599",575,7,0.008,0.217
"4600",575,8,-0.002,0.203
"4601",576,1,-0.544,0.726
"4602",576,2,-0.845,0.648
"4603",576,3,-1.109,0.606
"4604",576,4,-1.254,0.575
"4605",576,5,-1.359,0.557
"4606",576,6,-1.434,0.547
"4607",576,7,-1.473,0.538
"4608",576,8,-1.573,0.544
"4609",577,1,-0.544,0.726
"4610",577,2,-0.002,0.391
"4611",577,3,0.088,0.303
"4612",577,4,0.125,0.26
"4613",577,5,0.07,0.244
"4614",577,6,0.011,0.234
"4615",577,7,0.116,0.214
"4616",577,8,0.092,0.202
"4617",578,1,-0.544,0.726
"4618",578,2,-0.002,0.391
"4619",578,3,0.088,0.303
"4620",578,4,0.125,0.26
"4621",578,5,0.07,0.244
"4622",578,6,0.011,0.234
"4623",578,7,0.008,0.217
"4624",578,8,-0.002,0.203
"4625",579,1,0.6,0.417
"4626",579,2,0.319,0.353
"4627",579,3,0.325,0.283
"4628",579,4,0.236,0.265
"4629",579,5,0.241,0.234
"4630",579,6,0.241,0.213
"4631",579,7,0.304,0.193
"4632",579,8,0.269,0.187
"4633",580,1,-0.544,0.726
"4634",580,2,-0.002,0.391
"4635",580,3,0.088,0.303
"4636",580,4,0.125,0.26
"4637",580,5,0.07,0.244
"4638",580,6,0.011,0.234
"4639",580,7,0.008,0.217
"4640",580,8,-0.002,0.203
"4641",581,1,-0.544,0.726
"4642",581,2,-0.845,0.648
"4643",581,3,-1.109,0.606
"4644",581,4,-1.254,0.575
"4645",581,5,-1.359,0.557
"4646",581,6,-1.434,0.547
"4647",581,7,-1.473,0.538
"4648",581,8,-1.573,0.544
"4649",582,1,-0.544,0.726
"4650",582,2,-0.845,0.648
"4651",582,3,-1.109,0.606
"4652",582,4,-1.254,0.575
"4653",582,5,-0.802,0.387
"4654",582,6,-0.866,0.373
"4655",582,7,-0.926,0.365
"4656",582,8,-0.993,0.362
"4657",583,1,-0.544,0.726
"4658",583,2,-0.002,0.391
"4659",583,3,0.088,0.303
"4660",583,4,0.125,0.26
"4661",583,5,0.07,0.244
"4662",583,6,0.011,0.234
"4663",583,7,0.008,0.217
"4664",583,8,-0.002,0.203
"4665",584,1,0.6,0.417
"4666",584,2,0.713,0.299
"4667",584,3,0.764,0.251
"4668",584,4,0.785,0.22
"4669",584,5,0.719,0.206
"4670",584,6,0.709,0.19
"4671",584,7,0.763,0.178
"4672",584,8,0.772,0.167
"4673",585,1,-0.544,0.726
"4674",585,2,-0.002,0.391
"4675",585,3,0.088,0.303
"4676",585,4,0.125,0.26
"4677",585,5,0.07,0.244
"4678",585,6,0.011,0.234
"4679",585,7,0.008,0.217
"4680",585,8,-0.002,0.203
"4681",586,1,-0.544,0.726
"4682",586,2,-0.002,0.391
"4683",586,3,0.088,0.303
"4684",586,4,0.125,0.26
"4685",586,5,0.07,0.244
"4686",586,6,0.011,0.234
"4687",586,7,0.008,0.217
"4688",586,8,-0.002,0.203
"4689",587,1,1.17,0.43
"4690",587,2,1.386,0.308
"4691",587,3,1.346,0.254
"4692",587,4,1.418,0.225
"4693",587,5,1.432,0.204
"4694",587,6,1.429,0.19
"4695",587,7,1.405,0.179
"4696",587,8,1.437,0.17
"4697",588,1,0.6,0.417
"4698",588,2,0.319,0.353
"4699",588,3,0.325,0.283
"4700",588,4,0.236,0.265
"4701",588,5,0.241,0.234
"4702",588,6,0.241,0.213
"4703",588,7,0.304,0.193
"4704",588,8,0.269,0.187
"4705",589,1,-0.544,0.726
"4706",589,2,-0.002,0.391
"4707",589,3,0.088,0.303
"4708",589,4,0.125,0.26
"4709",589,5,0.07,0.244
"4710",589,6,0.011,0.234
"4711",589,7,0.008,0.217
"4712",589,8,-0.002,0.203
"4713",590,1,-0.544,0.726
"4714",590,2,-0.845,0.648
"4715",590,3,-1.109,0.606
"4716",590,4,-0.625,0.387
"4717",590,5,-0.719,0.368
"4718",590,6,-0.554,0.299
"4719",590,7,-0.616,0.288
"4720",590,8,-0.675,0.282
"4721",591,1,0.6,0.417
"4722",591,2,0.713,0.299
"4723",591,3,0.764,0.251
"4724",591,4,0.785,0.22
"4725",591,5,0.871,0.2
"4726",591,6,0.938,0.187
"4727",591,7,0.967,0.177
"4728",591,8,1.017,0.169
"4729",592,1,-0.544,0.726
"4730",592,2,-0.845,0.648
"4731",592,3,-0.447,0.403
"4732",592,4,-0.587,0.38
"4733",592,5,-0.426,0.299
"4734",592,6,-0.506,0.286
"4735",592,7,-0.578,0.28
"4736",592,8,-0.488,0.246
"4737",593,1,1.17,0.43
"4738",593,2,1.031,0.312
"4739",593,3,1.213,0.264
"4740",593,4,1.223,0.227
"4741",593,5,1.271,0.206
"4742",593,6,1.289,0.191
"4743",593,7,1.281,0.18
"4744",593,8,1.302,0.17
"4745",594,1,0.6,0.417
"4746",594,2,0.713,0.299
"4747",594,3,0.764,0.251
"4748",594,4,0.785,0.22
"4749",594,5,0.719,0.206
"4750",594,6,0.709,0.19
"4751",594,7,0.763,0.178
"4752",594,8,0.772,0.167
"4753",595,1,-0.544,0.726
"4754",595,2,-0.845,0.648
"4755",595,3,-1.109,0.606
"4756",595,4,-1.254,0.575
"4757",595,5,-1.359,0.557
"4758",595,6,-1.434,0.547
"4759",595,7,-1.473,0.538
"4760",595,8,-1.573,0.544
"4761",596,1,-0.544,0.726
"4762",596,2,-0.845,0.648
"4763",596,3,-1.109,0.606
"4764",596,4,-1.254,0.575
"4765",596,5,-1.359,0.557
"4766",596,6,-1.434,0.547
"4767",596,7,-1.473,0.538
"4768",596,8,-1.573,0.544
"4769",597,1,-0.544,0.726
"4770",597,2,-0.002,0.391
"4771",597,3,0.088,0.303
"4772",597,4,0.125,0.26
"4773",597,5,0.07,0.244
"4774",597,6,0.011,0.234
"4775",597,7,0.008,0.217
"4776",597,8,-0.002,0.203
"4777",598,1,0.6,0.417
"4778",598,2,0.713,0.299
"4779",598,3,0.764,0.251
"4780",598,4,0.643,0.233
"4781",598,5,0.644,0.21
"4782",598,6,0.717,0.195
"4783",598,7,0.671,0.185
"4784",598,8,0.613,0.179
"4785",599,1,-0.544,0.726
"4786",599,2,-0.845,0.648
"4787",599,3,-1.109,0.606
"4788",599,4,-1.254,0.575
"4789",599,5,-1.359,0.557
"4790",599,6,-1.434,0.547
"4791",599,7,-1.473,0.538
"4792",599,8,-1.573,0.544
"4793",600,1,-0.544,0.726
"4794",600,2,-0.002,0.391
"4795",600,3,0.088,0.303
"4796",600,4,0.125,0.26
"4797",600,5,0.07,0.244
"4798",600,6,0.011,0.234
"4799",600,7,0.008,0.217
"4800",600,8,-0.002,0.203
"4801",601,1,0.6,0.417
"4802",601,2,0.713,0.299
"4803",601,3,0.764,0.251
"4804",601,4,0.643,0.233
"4805",601,5,0.644,0.21
"4806",601,6,0.595,0.194
"4807",601,7,0.652,0.184
"4808",601,8,0.595,0.177
"4809",602,1,-0.544,0.726
"4810",602,2,-0.002,0.391
"4811",602,3,0.088,0.303
"4812",602,4,0.125,0.26
"4813",602,5,0.07,0.244
"4814",602,6,0.011,0.234
"4815",602,7,0.008,0.217
"4816",602,8,-0.002,0.203
"4817",603,1,1.17,0.43
"4818",603,2,1.386,0.308
"4819",603,3,1.346,0.254
"4820",603,4,1.418,0.225
"4821",603,5,1.432,0.204
"4822",603,6,1.53,0.194
"4823",603,7,1.605,0.184
"4824",603,8,1.594,0.174
"4825",604,1,-0.544,0.726
"4826",604,2,-0.002,0.391
"4827",604,3,0.088,0.303
"4828",604,4,0.125,0.26
"4829",604,5,0.07,0.244
"4830",604,6,0.011,0.234
"4831",604,7,0.116,0.214
"4832",604,8,0.092,0.202
"4833",605,1,0.6,0.417
"4834",605,2,0.713,0.299
"4835",605,3,0.764,0.251
"4836",605,4,0.785,0.22
"4837",605,5,0.719,0.206
"4838",605,6,0.709,0.19
"4839",605,7,0.763,0.178
"4840",605,8,0.772,0.167
"4841",606,1,-0.544,0.726
"4842",606,2,-0.002,0.391
"4843",606,3,0.088,0.303
"4844",606,4,0.125,0.26
"4845",606,5,0.07,0.244
"4846",606,6,0.011,0.234
"4847",606,7,0.008,0.217
"4848",606,8,-0.002,0.203
"4849",607,1,0.6,0.417
"4850",607,2,0.319,0.353
"4851",607,3,0.325,0.283
"4852",607,4,0.236,0.265
"4853",607,5,0.241,0.234
"4854",607,6,0.241,0.213
"4855",607,7,0.304,0.193
"4856",607,8,0.269,0.187
"4857",608,1,-0.544,0.726
"4858",608,2,-0.845,0.648
"4859",608,3,-1.109,0.606
"4860",608,4,-1.254,0.575
"4861",608,5,-1.359,0.557
"4862",608,6,-1.434,0.547
"4863",608,7,-1.473,0.538
"4864",608,8,-1.573,0.544
"4865",609,1,0.6,0.417
"4866",609,2,0.713,0.299
"4867",609,3,0.764,0.251
"4868",609,4,0.785,0.22
"4869",609,5,0.719,0.206
"4870",609,6,0.709,0.19
"4871",609,7,0.763,0.178
"4872",609,8,0.772,0.167
"4873",610,1,-0.544,0.726
"4874",610,2,-0.002,0.391
"4875",610,3,0.088,0.303
"4876",610,4,0.125,0.26
"4877",610,5,0.07,0.244
"4878",610,6,0.011,0.234
"4879",610,7,0.008,0.217
"4880",610,8,-0.002,0.203
"4881",611,1,-0.544,0.726
"4882",611,2,-0.845,0.648
"4883",611,3,-1.109,0.606
"4884",611,4,-1.254,0.575
"4885",611,5,-1.359,0.557
"4886",611,6,-1.434,0.547
"4887",611,7,-1.473,0.538
"4888",611,8,-1.573,0.544
"4889",612,1,-0.544,0.726
"4890",612,2,-0.845,0.648
"4891",612,3,-1.109,0.606
"4892",612,4,-1.254,0.575
"4893",612,5,-1.359,0.557
"4894",612,6,-1.434,0.547
"4895",612,7,-1.473,0.538
"4896",612,8,-1.573,0.544
"4897",613,1,0.6,0.417
"4898",613,2,0.713,0.299
"4899",613,3,0.764,0.251
"4900",613,4,0.785,0.22
"4901",613,5,0.719,0.206
"4902",613,6,0.709,0.19
"4903",613,7,0.763,0.178
"4904",613,8,0.83,0.171
"4905",614,1,0.6,0.417
"4906",614,2,0.713,0.299
"4907",614,3,0.764,0.251
"4908",614,4,0.785,0.22
"4909",614,5,0.719,0.206
"4910",614,6,0.709,0.19
"4911",614,7,0.763,0.178
"4912",614,8,0.83,0.171
"4913",615,1,-0.544,0.726
"4914",615,2,-0.845,0.648
"4915",615,3,-0.447,0.403
"4916",615,4,-0.587,0.38
"4917",615,5,-0.426,0.299
"4918",615,6,-0.506,0.286
"4919",615,7,-0.578,0.28
"4920",615,8,-0.488,0.246
"4921",616,1,1.17,0.43
"4922",616,2,1.031,0.312
"4923",616,3,1.213,0.264
"4924",616,4,1.223,0.227
"4925",616,5,1.156,0.206
"4926",616,6,1.19,0.191
"4927",616,7,1.224,0.18
"4928",616,8,1.273,0.172
"4929",617,1,0.6,0.417
"4930",617,2,0.319,0.353
"4931",617,3,0.325,0.283
"4932",617,4,0.236,0.265
"4933",617,5,0.241,0.234
"4934",617,6,0.241,0.213
"4935",617,7,0.304,0.193
"4936",617,8,0.269,0.187
"4937",618,1,1.17,0.43
"4938",618,2,1.386,0.308
"4939",618,3,1.346,0.254
"4940",618,4,1.418,0.225
"4941",618,5,1.432,0.204
"4942",618,6,1.429,0.19
"4943",618,7,1.405,0.179
"4944",618,8,1.437,0.17
"4945",619,1,-0.544,0.726
"4946",619,2,-0.845,0.648
"4947",619,3,-1.109,0.606
"4948",619,4,-1.254,0.575
"4949",619,5,-1.359,0.557
"4950",619,6,-1.434,0.547
"4951",619,7,-1.473,0.538
"4952",619,8,-1.573,0.544
"4953",620,1,-0.544,0.726
"4954",620,2,-0.845,0.648
"4955",620,3,-0.447,0.403
"4956",620,4,-0.587,0.38
"4957",620,5,-0.426,0.299
"4958",620,6,-0.506,0.286
"4959",620,7,-0.578,0.28
"4960",620,8,-0.488,0.246
"4961",621,1,-0.544,0.726
"4962",621,2,-0.845,0.648
"4963",621,3,-1.109,0.606
"4964",621,4,-1.254,0.575
"4965",621,5,-1.359,0.557
"4966",621,6,-1.434,0.547
"4967",621,7,-1.473,0.538
"4968",621,8,-1.573,0.544
"4969",622,1,-0.544,0.726
"4970",622,2,-0.845,0.648
"4971",622,3,-1.109,0.606
"4972",622,4,-1.254,0.575
"4973",622,5,-1.359,0.557
